Name,Distance,Distance_err,RA,Dec,SpectralType,Mass,Notes,OtherNames,Constellation,Source
L 1279-70,57.20,0.0,0.0,0.0,MV,,"LTT 15290, LP 448-41, G 183-10",,,https://chview.nova.org/solcom/
L 1284-53,57.20,0.0,0.0,0.0,MV,,"LTT 15678, LP 452-10",,,https://chview.nova.org/solcom/
Wolf 1108,57.20,0.0,0.0,0.0,M3V,,"LTT 15717, G 229-35, LHS 3472",,,https://chview.nova.org/solcom/
L 473-1,57.20,0.0,0.0,0.0,M3.5V,,"LTT 5131, LHS 2718",,,https://chview.nova.org/solcom/
L 221-60,57.20,0.0,0.0,0.0,M3V,,"LTT 692, Sm 184",,,https://chview.nova.org/solcom/
L 280-19,57.20,0.0,0.0,0.0,MV,,"LTT 8344, LHS 3615",,,https://chview.nova.org/solcom/
L 570-29,57.20,0.0,0.0,0.0,M2V,,"LTT 8614, LHS 512",,,https://chview.nova.org/solcom/
L 870-44,57.20,0.0,0.0,0.0,M3V,,"LTT 952, LP 708-416, G 271-149",,,https://chview.nova.org/solcom/
LP 862-184,57.20,0.0,0.0,0.0,MV,,LHS 3218,,,https://chview.nova.org/solcom/
G 126-31 A,57.20,0.0,0.0,0.0,MV,,NN A,,,https://chview.nova.org/solcom/
"G 126-31 B, -30",57.20,0.0,0.0,0.0,MV,,"Sep= 63"", 1100 AU; 347 d; NN B, G1 26-30",,,https://chview.nova.org/solcom/
CD-27 7978,57.30,0.0,0.0,0.0,M0V,,"LTT 4170, GJ 1145, Hip 55119, CP-27 4305, U 264",,,https://chview.nova.org/solcom/
Ross 1051,57.30,0.0,0.0,0.0,M2V,,"LTT 14486, Hip 73734, G 224-44, LHS 3018",,,https://chview.nova.org/solcom/
L 86-21,57.30,0.0,0.0,0.0,M4V,,"Var;LFT 12, LTT 38, Sm 153, Hip 523, LHS 1019",,,https://chview.nova.org/solcom/
BD-14 5936 B,57.60,0.0,0.0,0.0,M0V,,Gl 819 B,,,https://chview.nova.org/solcom/
LTT 10099,57.60,0.0,0.0,0.0,MV,,"GJ 1007, G 31-39, LHS 1052",,,https://chview.nova.org/solcom/
L 1489-5,57.60,0.0,0.0,0.0,MV,,"LTT 14695, LP 274-8, G 179-57, LHS 3122",,,https://chview.nova.org/solcom/
Ross 193 A,57.70,0.0,0.0,0.0,M3-4Ve,,"Gl 812 A, Hip 103393, LHS 3602",,,https://chview.nova.org/solcom/
AC+67 2334,57.70,0.0,0.0,0.0,M0-2V,,"LTT 11972, Hip 34392, G 250-34, V 242",,,https://chview.nova.org/solcom/
GJ 1200,57.70,0.0,0.0,0.0,MV,,LHS 55,,,https://chview.nova.org/solcom/
CD-22 526,57.80,0.0,0.0,0.0,M1.5V,,"LTT 838, LFT 138, L 654-28, Hip 7170, G 272-36, LHS 142",,,https://chview.nova.org/solcom/
Ross 555,57.90,0.0,0.0,0.0,M3.5V,,"Gl 78, Hip 8691, G 271-168, LHS 1003",,,https://chview.nova.org/solcom/
CD-23 10062,57.90,0.0,0.0,0.0,M1V,,"Opt Comp B: K; LTT 4281, Hip 56466, LHS 2427",,,https://chview.nova.org/solcom/
BD+27 1775 B,57.90,0.0,0.0,0.0,MV,,"Sep= 65"", 1200 AU; 67 d (NLTT); LP 314-20, Gl 354.1 B",,,https://chview.nova.org/solcom/
G 235-55,57.90,0.0,0.0,0.0,MV,,"GJ 1131, G 235-55, LHS 2222",,,https://chview.nova.org/solcom/
BD+37 4803,58.10,0.0,0.0,0.0,MV,,"Bad Hip Plx= -21.35, e= 5.14; var; Hip 114994, G 190-17, LHS 3923",,,https://chview.nova.org/solcom/
Chien 820,58.20,0.0,0.0,0.0,M2V,,"Derived RA, Dec= 15:43:29+3:44:30",,,https://chview.nova.org/solcom/
LTT 13826,58.20,0.0,0.0,0.0,MV,,"LP 378-774, San 241, GJ 1168, G 61-41, LHS 2695",,,https://chview.nova.org/solcom/
Wolf 90,58.20,0.0,0.0,0.0,M4V,,"LTT 10640, G 34-55",,,https://chview.nova.org/solcom/
L 125-51,58.20,0.0,0.0,0.0,MV,,"LTT 1137, LFT 188, LHS 1351",,,https://chview.nova.org/solcom/
Wolf 587,58.20,0.0,0.0,0.0,MV,,LTT 14694,,,https://chview.nova.org/solcom/
L 266-166,58.20,0.0,0.0,0.0,MV,,"LTT 6608, LHS 3216",,,https://chview.nova.org/solcom/
GR 4,58.20,0.0,0.0,0.0,M3.4V,,NN,,,https://chview.nova.org/solcom/
G 122-58,58.20,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
LTT 12689,58.20,0.0,0.0,0.0,MV,,G 43-23,,,https://chview.nova.org/solcom/
LP 905-36,58.20,0.0,0.0,0.0,MV,,LHS 2335,,,https://chview.nova.org/solcom/
LP 855-34,58.20,0.0,0.0,0.0,MV,,LHS 2758,,,https://chview.nova.org/solcom/
LP 704-15 A,58.20,0.0,0.0,0.0,M4V,,G 273-186,,,https://chview.nova.org/solcom/
"LP 704-15 B, -14",58.20,0.0,0.0,0.0,M4V,,"Sep= 20"", 360 AU; 294 d; G 273-185",,,https://chview.nova.org/solcom/
L 774-22,58.20,0.0,0.0,0.0,M2.5 V,,"Not G type, GJ 690.1, LHS 3316, LTT 7050",,Ophiuchus,https://chview.nova.org/solcom/
AC+10 95-26,58.50,0.0,0.0,0.0,M3-4V,,"Gl 476, Hip 61413, G 12-44, LHS 2582",,,https://chview.nova.org/solcom/
BK+15 3434,58.50,0.0,0.0,0.0,M1V,,"Derived RA, Dec= 15:15:33+2:56:26",,,https://chview.nova.org/solcom/
CD-46 76,58.60,0.0,0.0,0.0,M0-1V,,"Wo 9010, Gl 17.1, Hip 1696, CP-46 29, LHS 1061",,,https://chview.nova.org/solcom/
AC+64 14332,58.80,0.0,0.0,0.0,M3-4V,,"Gl 463, Hip 60398, G 237-63, LHS 2551",,,https://chview.nova.org/solcom/
Hip 65012,58.80,0.0,0.0,0.0,M3V,,,,,https://chview.nova.org/solcom/
Ross 622,58.80,0.0,0.0,0.0,M2V,,"GJ 1114, Hip 43510, G 9-28, LHS 2060",,,https://chview.nova.org/solcom/
G 134-1 A,59.00,0.0,0.0,0.0,M0V,,"Gl 84.2 A, LHS 1343",,,https://chview.nova.org/solcom/
CD-45 7872,59.00,0.0,0.0,0.0,M1V,,"Gl 477, Hip 61495, LHS 2585",,,https://chview.nova.org/solcom/
BF Canum Venat. B,59.00,0.0,0.0,0.0,M4Ve,,"Gl 490 B, G 164-31",,Canes Venatici,https://chview.nova.org/solcom/
BF Canum Venat. Aa,59.00,0.0,0.0,0.0,M0Ve,,"Var, spec. dou.?; Gl 490 A, Hip 63253, BD+36 2322, G 123-75, V 298",,Canes Venatici,https://chview.nova.org/solcom/
BD+11 3149,59.00,0.0,0.0,0.0,M2.5V,,"LTT 15111, Hip 84460, G 139-23",,,https://chview.nova.org/solcom/
HC+18 9881,59.10,0.0,0.0,0.0,M0V,,"Derived RA, Dec= 15:26:46+9:50:19 (?= B1975= Hip 75584, HD 137570, BD+10 3853; M0, var; Plx= 3.97 ~822 ly, e= 0.93)",,,https://chview.nova.org/solcom/
LP 806-8,59.20,0.0,0.0,0.0,M2V,,Hip 82283,,,https://chview.nova.org/solcom/
USNO 705,59.20,0.0,0.0,0.0,M4.5 V,,"G 105-46, LHS 1857",,Monoceros,https://chview.nova.org/solcom/
LTT 10259,59.30,0.0,0.0,0.0,MV,,"LP 465-77, G 32-44",,,https://chview.nova.org/solcom/
L 1196-39,59.30,0.0,0.0,0.0,M2V,,"LTT 14191, LP 499-59, G 65-40",,,https://chview.nova.org/solcom/
Wolf 1131,59.30,0.0,0.0,0.0,MV,,"LTT 15891, G 230-27",,,https://chview.nova.org/solcom/
L 591-6,59.30,0.0,0.0,0.0,M2.5V,,"LTT 1993, LP 834-42, LHS 1672",,,https://chview.nova.org/solcom/
LP 88-196,59.30,0.0,0.0,0.0,M6V,,"Mv= 6.1 +/- 0.9, G&L, ApJ 305, 784; LHS 1923",,,https://chview.nova.org/solcom/
Steph 502,59.30,0.0,0.0,0.0,M0V,,NN,,,https://chview.nova.org/solcom/
Steph 1680,59.30,0.0,0.0,0.0,M0V,,NN,,,https://chview.nova.org/solcom/
LP 25-2,59.30,0.0,0.0,0.0,M4Ve,,NN,,,https://chview.nova.org/solcom/
LP 356-106,59.30,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
G 118-43,59.30,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
G 129-48,59.30,0.0,0.0,0.0,MV,,LHS 5411,,,https://chview.nova.org/solcom/
G 192-22,59.30,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
LTT 12143,59.30,0.0,0.0,0.0,MV,,G 50-21,,,https://chview.nova.org/solcom/
GJ 1009,59.40,0.0,0.0,0.0,M2V,,"BPM 46239, Hip 1734",,,https://chview.nova.org/solcom/
L 1187-43,59.40,0.0,0.0,0.0,M2.5 V,,"Hip 54227, LHS 2348, G 45-33",,Leo,https://chview.nova.org/solcom/
CD-43 11010,59.50,0.0,0.0,0.0,M3V,,"Gl 634, LHS 3235",,,https://chview.nova.org/solcom/
Ross 19,59.50,0.0,0.0,0.0,M3.5V,,"Gl 94, G 74-14, LHS 1388",,,https://chview.nova.org/solcom/
LTT 11117,59.50,0.0,0.0,0.0,MV,,G 5-32,,,https://chview.nova.org/solcom/
CD-44 4756,59.60,0.0,0.0,0.0,M2V,,Hip 42881,,,https://chview.nova.org/solcom/
G 260-1,60.10,0.0,0.0,0.0,MV,,"GJ 1225, LHS 460",,,https://chview.nova.org/solcom/
Hip 4012,60.10,0.0,0.0,0.0,M2V,,,,,https://chview.nova.org/solcom/
G 188-26,60.20,0.0,0.0,0.0,MV,,LHS 3713,,,https://chview.nova.org/solcom/
CD-42 16413,60.20,0.0,0.0,0.0,M3V,,"LTT 9635, Sm 142, Hip 116645",,,https://chview.nova.org/solcom/
Wolf 534,60.30,0.0,0.0,0.0,M3V,,"Gl 543, G 124-23, LHS 368",,,https://chview.nova.org/solcom/
LP 937-95,60.40,0.0,0.0,0.0,MV,,"BPM 46562, GJ 1018, G 267-158",,,https://chview.nova.org/solcom/
Wo 9182,60.40,0.0,0.0,0.0,M5V,,CC333; B1950= 5:27:23-3:28.4,,,https://chview.nova.org/solcom/
Wolf 204,60.40,0.0,0.0,0.0,M3.5V,,"Comp= Wo 9120; LTT 11204, G 6-24, LHS 1573",,,https://chview.nova.org/solcom/
G 201-33,60.40,0.0,0.0,0.0,MV,,"LP 135-97, LHS 5287",,,https://chview.nova.org/solcom/
Ross 346,60.40,0.0,0.0,0.0,M1V,,"LTT 11051, G 78-24",,,https://chview.nova.org/solcom/
L 1036-8,60.40,0.0,0.0,0.0,MV,,"LTT 12385, LP 546-48, G 114-33",,,https://chview.nova.org/solcom/
L 414-103,60.40,0.0,0.0,0.0,M3V,,"LTT 7044, LHS 3317",,,https://chview.nova.org/solcom/
L 433-153,60.40,0.0,0.0,0.0,M7V,,"LTT 9828, LP 988-175, BPM 45308, Sm 148",,,https://chview.nova.org/solcom/
LP 716-35,60.40,0.0,0.0,0.0,M4Ve,,NN,,,https://chview.nova.org/solcom/
LP 193-584,60.40,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
LP 211-12,60.40,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
LP 488-37,60.40,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
G 121-28,60.40,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
G 241-62,60.40,0.0,0.0,0.0,M2V,,NN,,,https://chview.nova.org/solcom/
G 268-47,60.40,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
LTT 17035,60.40,0.0,0.0,0.0,MV,,G 30-26,,,https://chview.nova.org/solcom/
LTT 18035,60.40,0.0,0.0,0.0,MV,,G 90-44,,,https://chview.nova.org/solcom/
LTT 11395,60.40,0.0,0.0,0.0,M3V,,"SA 3-112, G 248-19, LHS 1663",,,https://chview.nova.org/solcom/
LTT 18236,60.40,0.0,0.0,0.0,M4V,,"San 128, GJ 1163, G 59-37",,,https://chview.nova.org/solcom/
LTT 5728,60.40,0.0,0.0,0.0,MV,,Wo 9483,,,https://chview.nova.org/solcom/
G 10-17,60.40,0.0,0.0,0.0,M3 V,,"GJ 1146, LHS 301",,Leo,https://chview.nova.org/solcom/
G 136-27,60.50,0.0,0.0,0.0,MV,,"GJ 1186, G 136-27, LHS 2995",,,https://chview.nova.org/solcom/
DK+29 3074,60.60,0.0,0.0,0.0,M0V,,"Derived RA, Dec= 15:54:47-0:22:41 (?= B1950: Hip 78114, HD 142881, BD-00 3040; K5; Plx= 1.45 ~2200ly, e= 0.93)",,,https://chview.nova.org/solcom/
BD+21 2486 A,60.60,0.0,0.0,0.0,M0V,,"V(AB)= 9.43, d(m)= 5.7; Gl 499 A, Hip 63942, V 141",,,https://chview.nova.org/solcom/
LP 701-7,60.70,0.0,0.0,0.0,MV,,"USNO 777, LHS 3850",,,https://chview.nova.org/solcom/
G 39-9,60.70,0.0,0.0,0.0,M5 V,,"GJ 1070, G 39-9, LHS 1667",,Perseus,https://chview.nova.org/solcom/
BD+46 1951,60.80,0.0,0.0,0.0,M0Vp,,"Wo9475,Gl 541.2, Hip 69824, V716",,,https://chview.nova.org/solcom/
L 1389-16,60.00,22.0,0.0,0.0,K-M2 V,,"LTT 11891, LP 307-8, G 103-49",,Gemini,https://chview.nova.org/solcom/
SS-35 2377,61.00,0.0,0.0,0.0,M3V,,"Derived RA, Dec= 16:46:8+1:7:41",,,https://chview.nova.org/solcom/
Wolf 33,61.00,0.0,0.0,0.0,M2V,,"AC+57 5559, Gl 38, G 218-17, LHS 126",,,https://chview.nova.org/solcom/
G 130-43,61.00,0.0,0.0,0.0,MV,,"GJ 1003, G 130-43, LHS 103",,,https://chview.nova.org/solcom/
L 1344-37,61.30,0.0,0.0,0.0,M3.5 V,,"LTT 14636, LP 384-18, LHS 3091, G 167-51",,Serpens Caput,https://chview.nova.org/solcom/
L 850-59,61.30,+/-,0.0,0.0,M2.5 V,,"LTT 7452, LP 751-15, G 155-42",,Scutum,https://chview.nova.org/solcom/
Wolf 1450,61.40,0.0,0.0,0.0,M3.5V,,"Gl 204.2, G 99-14, LHS 1766",,,https://chview.nova.org/solcom/
L 850-62,61.40,0.0,0.0,0.0,M4V,,"Gl 741, LHS 3428",,,https://chview.nova.org/solcom/
Wo 9140,61.50,0.0,0.0,0.0,M5V,,CC 275; B1950= 3:56:49+25:57.1,,,https://chview.nova.org/solcom/
L 649-24,61.50,0.0,0.0,0.0,M3.5V,,"LFT 1827, LTT 9718, LP 935-18, G 275-106, LHS 4016",,,https://chview.nova.org/solcom/
L 1298-103,61.50,0.0,0.0,0.0,MV,,"LTT 10142, LP 349-18, G 131-66, LHS 1073",,,https://chview.nova.org/solcom/
L 1246-11,61.50,0.0,0.0,0.0,MV,,"LTT 11938, LP 421-7",,,https://chview.nova.org/solcom/
L 1405-42,61.50,0.0,0.0,0.0,MV,,"LTT 13220, LP 375-25",,,https://chview.nova.org/solcom/
L 1277-48,61.50,0.0,0.0,0.0,MV,,"LTT 15124, LP 447-38",,,https://chview.nova.org/solcom/
Wolf 990,61.50,0.0,0.0,0.0,M4V,,"LTT 16471, G 18-31, LHS 3760",,,https://chview.nova.org/solcom/
Ross 488,61.50,0.0,0.0,0.0,M3V,,"LTT 5282, G 62-58",,,https://chview.nova.org/solcom/
L 989-38,61.50,0.0,0.0,0.0,M2V,,"LTT 6924, LP 687-31",,,https://chview.nova.org/solcom/
L 630-44,61.50,0.0,0.0,0.0,M3.5V,,"LTT 6936, LP 864-1, LHS 3291",,,https://chview.nova.org/solcom/
CP-41 8405,61.50,0.0,0.0,0.0,M3V,,"LTT 7138, L 415-82, Sm 5",,,https://chview.nova.org/solcom/
L 714-46,61.50,0.0,0.0,0.0,M4V,,"LTT 8526, LP 873-4",,,https://chview.nova.org/solcom/
L 165-102,61.50,0.0,0.0,0.0,MV,,"LTT 8706, LHS 3719",,,https://chview.nova.org/solcom/
G 130-68,61.50,0.0,0.0,0.0,MV,,LHS 1068,,,https://chview.nova.org/solcom/
G 69-11,61.50,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
Ross 331,61.50,0.0,0.0,0.0,M3.5V,,"G 74-52, LHS 1483",,,https://chview.nova.org/solcom/
LP 912-32,61.50,0.0,0.0,0.0,MV,,LHS 2826,,,https://chview.nova.org/solcom/
LTT 6544,61.50,0.0,0.0,0.0,MV,,Wo 9560,,,https://chview.nova.org/solcom/
GJ 1202,61.50,0.0,0.0,0.0,M3 V,,"G 138-37, LHS 3210",,Hercules,https://chview.nova.org/solcom/
BD+38 4818 A,61.60,0.0,0.0,0.0,M2V,,"LTT 16634, Hip 111685, G 189-30",,,https://chview.nova.org/solcom/
BD-12 5594 B,61.60,0.0,0.0,0.0,MV,,"Sep= 62"", 1200 AU; 75 d (LHS); LP 754-5, Gl 773 B, LHS 3503, V 327 B",,,https://chview.nova.org/solcom/
G 71-24,61.60,0.0,0.0,0.0,M2 V,,"Hip 7646, G 71-24, LHS 1272",,Cetus,https://chview.nova.org/solcom/
BD-20 465 C,61.70,0.0,0.0,0.0,M3V,,"LTT 1226, Gl 100 C, LHS 1408",,,https://chview.nova.org/solcom/
LP 289-11,61.80,0.0,0.0,0.0,MV,,"GJ 1274, Hip 112800, G 189-38, LHS 3859, LHS 3859",,,https://chview.nova.org/solcom/
GJ 1212,61.80,0.0,0.0,0.0,M1V,,"Var; GJ 1212, Hip 84277, LHS 3272",,,https://chview.nova.org/solcom/
LTT 12243,61.90,0.0,0.0,0.0,M2.5 V,,"Hip 42267, G 9-11, LHS 2029",,Cancer,https://chview.nova.org/solcom/
BD+13 3578,62.00,0.0,0.0,0.0,M0V,,"Gl 708.2, Wo 9620, Hip 89517, G 140-49, LHS 3373, V 179",,,https://chview.nova.org/solcom/
"Ross 733 B, 734",62.20,0.0,0.0,0.0,M3.5V,,"Sep= 45"", 860 AU; 178 d; LTT 15635, LFT 1464, Wo 9652 B, G 185-13, LHS 3446",,,https://chview.nova.org/solcom/
AC+12 1155-87,62.20,0.0,0.0,0.0,M1.5V,,"Gl 642, Hip 82694, G 138-67, LHS 3251",,,https://chview.nova.org/solcom/
Ross 733 A,62.20,0.0,0.0,0.0,M3.5 V,,"Hip 94557, G 185-12, LHS 3445",,Sagitta,https://chview.nova.org/solcom/
CD-28 1030 B,62.30,0.0,0.0,0.0,MV,,"LTT 1477, GJ 1054 B",,,https://chview.nova.org/solcom/
AC+62 18836,62.30,0.0,0.0,0.0,M0V,,"LTT 12212, Wo 9266, Gl 308.1, Hip 41689, G 234-35, LHS 2018, V 521",,,https://chview.nova.org/solcom/
G 99-10,62.40,0.0,0.0,0.0,M5V,,"Or: B-V= 1.46, U-B= .86; GJ 1080, G 99-10, LHS 206",,,https://chview.nova.org/solcom/
Ross 769,62.40,0.0,0.0,0.0,M2-3V,,"Gl 817, Hip 104059, LHS 61",,,https://chview.nova.org/solcom/
Ross 59,62.50,0.0,0.0,0.0,M1.5V,,"AC+24 147-263,LFT437,Gl220, G 100-44, LHS 1794",,,https://chview.nova.org/solcom/
L 1750-12 A,62.60,0.0,0.0,0.0,M3.5V,,"V(AB)= 12.34, d(m)= 2.5; LP 121-41, USNO 706, NN A, G 192-39, LHS 1864",,,https://chview.nova.org/solcom/
VA 366,62.70,0.0,0.0,0.0,M0V,,GH 7-208,,,https://chview.nova.org/solcom/
LTT 10112,62.70,0.0,0.0,0.0,MV,,"LP 292-66, G 130-63",,,https://chview.nova.org/solcom/
L 1205-52,62.70,0.0,0.0,0.0,MV,,"LTT 15079, LP 507-5, G 139-17",,,https://chview.nova.org/solcom/
L 1208-222,62.70,0.0,0.0,0.0,MV,,"LTT 15455, LP 510-10, G 141-10",,,https://chview.nova.org/solcom/
Ross 263,62.70,0.0,0.0,0.0,M3.5V,,"LTT 16410, G 126-44",,,https://chview.nova.org/solcom/
LTT 17364,62.70,0.0,0.0,0.0,MV,,"LTT 17364, G 74-25",,,https://chview.nova.org/solcom/
L 57-44,62.70,0.0,0.0,0.0,MV,,"LTT 2235, LHS 1749",,,https://chview.nova.org/solcom/
L 976-35,62.70,0.0,0.0,0.0,M3V,,"LTT 4891, LP 616-13, G 14-1, LHS 2634",,,https://chview.nova.org/solcom/
L 491-42,62.70,0.0,0.0,0.0,M3V,,"LTT 7605, LHS 3443",,,https://chview.nova.org/solcom/
L 1002-29,62.70,0.0,0.0,0.0,MV,,"LTT 8642, LP 638-23, G 26-23",,,https://chview.nova.org/solcom/
Steph 598,62.70,0.0,0.0,0.0,M0V,,NN,,,https://chview.nova.org/solcom/
Steph 1049,62.70,0.0,0.0,0.0,M0V,,NN,,,https://chview.nova.org/solcom/
LP 344-47,62.70,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
G 118-61,62.70,0.0,0.0,0.0,MV,,LHS 2270,,,https://chview.nova.org/solcom/
LP 823-8,62.70,0.0,0.0,0.0,MV,,"G 273-151, LHS 4032",,,https://chview.nova.org/solcom/
LP 556-64,62.70,0.0,0.0,0.0,MV,,LHS 2657,,,https://chview.nova.org/solcom/
"L 1143-65 B, -66",62.70,0.0,0.0,0.0,MV,,"Sep= 15"", 290 AU; 345 d; LTT 16065, LP 576-39",,,https://chview.nova.org/solcom/
BD+16 1877 A,62.70,0.0,0.0,0.0,M0V,,Wo 9281 A,,,https://chview.nova.org/solcom/
LTT 16988,62.70,0.0,0.0,0.0,M5V,,Wo 9837,,,https://chview.nova.org/solcom/
L 1143-65 A,62.70,0.0,0.0,0.0,M1.5 V,,"LTT 16064, LP 576-40, GJ 4160 A",,Equuleus,https://chview.nova.org/solcom/
G 69-16,62.80,0.0,0.0,0.0,MV,,"GJ 1019, G 69-16, LHS 120",,,https://chview.nova.org/solcom/
MWC 412-76,62.80,0.0,0.0,0.0,MV,,SA 90: 166; Gl 852.1,,,https://chview.nova.org/solcom/
Ross 812 A,62.90,0.0,0.0,0.0,M2V,,"LTT 14949, Hip 81655",,,https://chview.nova.org/solcom/
BD+00 5017 A*,63.00,0.0,0.0,0.0,M0.5V,,"*X-RayCompB?;Gl 900, G 29-37, Hip 116384, B+00 5017, G 29-47, V 81",,,https://chview.nova.org/solcom/
L 1194-26,63.00,0.0,0.0,0.0,M5V,,"Gl 513,G 63-32, LHS 351",,,https://chview.nova.org/solcom/
LP 157-25,63.00,0.0,0.0,0.0,MV,,"V-I= 3.79 (USNO), Wrong Chart-LHS; LHS 197",,,https://chview.nova.org/solcom/
BD+05 1168 B,63.00,0.0,0.0,0.0,MV,,"OptComp C&D?; Gl 231.1 B, Wo 9208 B, G 106-36",,,https://chview.nova.org/solcom/
L 590-10,63.10,0.0,0.0,0.0,M0V,,"LP834-41,Gl 167.2, LHS 1651",,,https://chview.nova.org/solcom/
L 339-106,63.20,0.0,0.0,0.0,M1V,,"Gl 629.3, LHS 3223",,,https://chview.nova.org/solcom/
Omicron Aquilae B,63.50,0.0,0.0,0.0,M3V,,"HR 7560 B*, Gl 768.1 B",,Aquila,https://chview.nova.org/solcom/
CD-57 8545,63.20,0.0,0.0,0.0,M0.5-3 V,,"Gl 855, Hip 110534, LHS 3802, Sm 107",,Tucana,https://chview.nova.org/solcom/
CD-42 1969,63.30,0.0,0.0,0.0,M0V,,"Hip 25775, HD 274255, CD-42 1969, CP42 682",,,https://chview.nova.org/solcom/
G 191-15,63.30,0.0,0.0,0.0,M0-1V,,"GJ 1074, Hip 23140, G 191-15, LHS 1721, V 457",,,https://chview.nova.org/solcom/
Ross 878,63.30,0.0,0.0,0.0,MV,,"LTT 12020, G 88-28",,,https://chview.nova.org/solcom/
BD-20 6558 B,63.40,0.0,0.0,0.0,MV,,"LP 822-105, GJ 2154 B",,,https://chview.nova.org/solcom/
Hip 112978,63.40,0.0,0.0,0.0,MV,,,,,https://chview.nova.org/solcom/
L 1310-30,63.00,25.3,0.0,0.0,M3.5 V,,"LTT 11407, LP 415-18, G 8-29",,Taurus,https://chview.nova.org/solcom/
L 774-22,63.60,0.0,0.0,0.0,M2.5V,,"Gl 690.1, G 154-8, LHS 3316",,,https://chview.nova.org/solcom/
L 501-38,63.60,0.0,0.0,0.0,M3V,,"Gl 874, LHS 3855",,,https://chview.nova.org/solcom/
CD-24 658 B,63.60,0.0,0.0,0.0,MV,,"L 654-50, LTT 840, Gl 59 B, G 274-60",,,https://chview.nova.org/solcom/
V 150,63.70,0.0,0.0,0.0,M0.5V,,Hip 68570,,,https://chview.nova.org/solcom/
CD-24 6144,63.80,0.0,0.0,0.0,MV,,"Hip 38594, CD-24 6144, CP-24 3055",,,https://chview.nova.org/solcom/
AC+36 28826 A,63.80,0.0,0.0,0.0,M0V,,"V(AB)= 10.73, d(m)= .1; Wor 19, Gl 308 A, Hip 41554, G 51-13, LHS 247, V 253",,,https://chview.nova.org/solcom/
AC+80 7 A,63.80,0.0,0.0,0.0,M0-1.5V,,"LTT 17095, Hip 1092, G 242-48, V 354, G 242-48, V 354",,,https://chview.nova.org/solcom/
AC+80 7 B,63.80,0.0,0.0,0.0,MV,,"Sep= 12.5"", 245 AU; 127 d (NLTT), d(R)= 4.2, d(pg)= 4.3; LP 12-304, G 242-48, V 354 B",,,https://chview.nova.org/solcom/
G 179-33,63.80,0.0,0.0,0.0,MV,,"Binary?,phot.cat.;LHS 3075",,,https://chview.nova.org/solcom/
LTT 6623,63.80,0.0,0.0,0.0,M1-2 V,,"GJ 629.3, LHS 3223, L 339-106",,Norma,https://chview.nova.org/solcom/
BD-06 3950,63.90,0.0,0.0,0.0,M0V,,"LTT 5574, Wo 9472, Hip 69485, BD-06 3950, G 124-12, V 711",,,https://chview.nova.org/solcom/
Ross 45 A,64.00,0.0,0.0,0.0,M3V,,"LTT 11678, NN A, G 97-52",,,https://chview.nova.org/solcom/
Wolf 1074,64.00,0.0,0.0,0.0,MV,,"LTT 1 6016, G 230-43",,,https://chview.nova.org/solcom/
L 814-1,64.00,0.0,0.0,0.0,MV,,"LTT 2704, LP 721-2, LHS 1887",,,https://chview.nova.org/solcom/
L 691-8,64.00,0.0,0.0,0.0,M3.5V,,"LTT 5475, LP 799-14, LHS 2848",,,https://chview.nova.org/solcom/
Steph 539,64.00,0.0,0.0,0.0,M1V,,NN,,,https://chview.nova.org/solcom/
Steph 785,64.00,0.0,0.0,0.0,M3V,,NN,,,https://chview.nova.org/solcom/
San 39,64.00,0.0,0.0,0.0,M4-5Ve,,NN,,,https://chview.nova.org/solcom/
LP 176-55,64.00,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
LP 263-64,64.00,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
PS 244,64.00,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
LP 174-355,64.00,0.0,0.0,0.0,MV,,"NN, G 200-46, LHS 2936",,,https://chview.nova.org/solcom/
LP 20-375,64.00,0.0,0.0,0.0,MV,,"NN, G 255-17, LHS 2610",,,https://chview.nova.org/solcom/
LTT 18350,64.00,0.0,0.0,0.0,MV,,"NN, G 63-50",,,https://chview.nova.org/solcom/
"LP 127-371 B,372",64.00,0.0,0.0,0.0,MV,,"Sep= 16"", 310 AU; 26 d; NN B, G 196-23, LHS 2263",,,https://chview.nova.org/solcom/
Ross 45 B,64.00,0.0,0.0,0.0,M3.5V,,"Sep= 6"", 120 AU;1 91 d; LTT 11679, NN B",,,https://chview.nova.org/solcom/
LTT 16216,64.00,0.0,0.0,0.0,MV,,Wo 9727,,,https://chview.nova.org/solcom/
