Name      RA rm rs    Dec dm ds yr    mag  sp      pc     pmRA  pmDec
HIP65026  13 19 45.7   47 46 40 2000  8.48 K0      10.3   0.09 -0.02
HIP65109  13 20 35.8  -36 42 44 2000  2.75 A2V     17.9  -0.34 -0.09
HIP65143  13 20 58.1   34 16 44 2000 10.6  M0      16.0   0.49 -0.30
HIP65327  13 23 23.3   57 54 22 2000  9.69 M0V     25.1   0.13  0.00
HIP65343  13 23 32.8   29 14 14 2000  8.88 K5      18.5  -0.47  0.24
HIP65352  13 23 39.2   02 43 23 2000  7.06 G5      16.0   0.01  0.20
HIP65355  13 23 40.8   02 43 30 2000  7.35 G5      16.7   0.00  0.20
HIP65378  13 23 55.5   54 55 31 2000  2.23 A2V     23.9   0.12 -0.02
HIP65420  13 24 33.2  -05 09 50 2000  5.76 F3V     30.0   0.16 -0.04
HIP65477  13 25 13.5   54 59 16 2000  3.99 A5V:SB  24.8   0.12 -0.02
HIP65515  13 25 45.5   56 58 13 2000  7.29 G9IV-V  21.8  -0.22  0.01
HIP65520  13 25 48.9  -28 22 26 2000 11.0  M       16.2  -0.45 -0.11
HIP65530  13 25 59.9   63 15 40 2000  6.50 G6V     21.3  -0.39  0.22
HIP65714  13 28 21.1  -02 21 37 2000 11.2  M4+...  14.1   0.15 -0.49
HIP65859  13 29 59.8   10 22 37 2000  9.05 M1V      7.62  1.13 -1.07
HIP66077  13 32 44.6   16 48 39 2000 11.3  M4Ve    13.7   0.25 -0.22
HIP66147  13 33 32.4   08 35 12 2000  7.98 K0      18.4  -0.51  0.09
HIP66193  13 34 03.2   33 13 42 2000  9.19 K5IV    22.9  -0.26  0.33
HIP66222  13 34 21.5   04 40 02 2000  9.95 M0.5V:  20.5   0.15 -0.12
HIP66249  13 34 41.6  -00 35 44 2000  3.38 A3V     22.4  -0.28  0.05
HIP66252  13 34 43.2  -08 20 31 2000  9.24 K7V     19.7  -0.29 -0.09
HIP66459  13 37 28.8   35 43 03 2000  9.06 M9      10.9   0.32 -0.06
HIP66492  13 37 51.2   48 08 17 2000  9.77 M0...   21.9  -0.23 -0.14
HIP66675  13 40 07.1  -04 11 09 2000  9.61 M0V     14.5  -0.39  0.48
HIP66704  13 40 23.2   50 31 09 2000  6.31 F7.7V   25.2  -0.12  0.06
HIP66765  13 41 04.2  -34 27 50 2000  6.92 K1V     15.6   0.21 -0.17
HIP66781  13 41 13.4   56 43 37 2000  7.77 K0IV-V  23.7  -0.02  0.07
HIP66840  13 41 55.7  -00 07 44 2000  9.76 M0V     23.7  -0.16 -0.43
HIP66886  13 42 26.0  -01 41 10 2000  9.24 K7V     24.2  -0.29 -0.15
HIP67090  13 45 05.1   17 47 07 2000  9.79 ---     13.0   0.45 -1.83
HIP67105  13 45 14.7   08 50 09 2000  8.47 K2      20.9  -0.07 -0.10
HIP67153  13 45 41.2  -33 02 37 2000  4.23 F3V     19.2  -0.46 -0.15
HIP67155  13 45 43.8   14 53 29 2000  8.46 M3V      5.43  1.78 -1.46
HIP67164  13 45 50.7  -17 58 05 2000 11.8  M:      11.3  -0.31 -0.55
HIP67275  13 47 15.7   17 27 24 2000  4.50 F7V     15.5  -0.48  0.05
HIP67301  13 47 32.4   49 18 47 2000  1.85 B3V:SB  30.8  -0.12 -0.02
HIP67422  13 49 04.0   26 58 47 2000  7.05 K2      13.6  -0.43 -0.09
HIP67487  13 49 44.8  -22 06 39 2000  8.16 K4/K5V  14.1  -1.75 -0.49
HIP67601  13 51 05.9  -53 44 06 2000  9.53 K3V     26.9  -0.22 -0.07
HIP67620  13 51 20.3  -24 23 25 2000  6.43 G5V     19.9  -0.58 -0.24
HIP67691  13 52 00.0   49 57 03 2000  8.82 K5      14.0   0.42 -0.14
HIP67742  13 52 35.9  -50 55 18 2000  7.37 K1V     16.4  -0.58 -0.06
HIP67808  13 53 27.6   12 56 33 2000  9.78 M0      20.8  -0.15 -0.65
HIP67960  13 55 02.6  -29 05 25 2000  9.53 K5/M0V  16.7  -0.28 -0.10
HIP67986  13 55 20.8  -76 16 14 2000  8.33 K2V     26.6  -0.17 -0.04
HIP68030  13 55 50.0   14 03 23 2000  6.16 F6V     24.2  -0.29  0.01
HIP68184  13 57 32.1   61 29 34 2000  6.49 K3V     10.1  -0.03  0.22
HIP68337  13 59 19.4   22 52 11 2000  9.05 K       23.8  -0.16  0.01
HIP68469  14 01 03.2  -02 39 17 2000  9.71 K5      10.1  -0.82  0.60
HIP68634  14 02 56.9   14 58 31 2000  7.12 G5      26.1  -0.06  0.00
HIP68682  14 03 32.4   10 47 12 2000  6.27 G8V     16.6   0.09 -0.30
HIP68895  14 06 22.3  -26 40 56 2000  3.25 K2III   31.0   0.04 -0.14
HIP68933  14 06 40.9  -36 22 11 2000  2.06 K0IIIb  18.6  -0.52 -0.52
HIP69357  14 11 46.2  -12 36 42 2000  7.93 K1V     23.0  -0.26 -0.18
HIP69414  14 12 45.2  -03 19 12 2000  7.05 G0      22.2  -0.16 -0.32
HIP69454  14 13 12.9  -56 44 31 2000 10.2  M2V:    11.7   0.36  0.18
HIP69454  14 13 12.9  -56 44 31 2000 10.2  M2V:    11.7   0.36  0.18
HIP69483  14 13 29.0   51 47 23 2000  4.53 A8IV    47.5   0.06 -0.01
HIP69526  14 13 57.1   30 13 01 2000  8.03 K5      17.3  -0.40  0.18
HIP69562  14 14 21.4  -15 21 21 2000 10.3  K4V     26.4  -0.20 -0.17
HIP69671  14 15 38.7  -45 00 02 2000  6.31 F9V     21.0   0.13 -0.14
HIP69673  14 15 39.7   19 10 56 2000 -0.0  K2IIIp  11.2  -1.09 -2.00
HIP69713  14 16 09.9   51 22 02 2000  4.75 A9V     29.8  -0.15  0.09
HIP69732  14 16 23.0   46 05 17 2000  4.18 A0sh    29.7  -0.19  0.16
HIP69824  14 17 24.4   45 26 40 2000 10.1  M0      18.6   0.05 -0.02
HIP69896  14 18 13.9  -81 00 27 2000  4.89 A2m...  42.8  -0.02 -0.07
HIP69962  14 18 58.3  -06 36 13 2000  9.10 K7V     21.5  -0.01 -0.43
HIP69965  14 19 00.9  -25 48 55 2000  5.87 F7Vw    17.7  -0.36  0.37
HIP69972  14 19 04.8  -59 22 44 2000  6.66 K3V     11.8  -0.45 -0.81
HIP69989  14 19 16.3   13 00 15 2000  5.41 F5IV    26.0   0.11 -0.03
HIP70016  14 19 34.9  -05 09 04 2000  7.58 K1V     20.7  -0.63 -0.12
HIP70035  14 19 51.5  -61 16 22 2000  5.22 Am      48.3  -0.17 -0.09
HIP70218  14 21 57.2   29 37 46 2000  8.56 K5V     14.4  -0.63 -0.31
HIP70319  14 23 15.3   01 14 29 2000  6.25 G1V     17.5   0.22 -0.48
HIP70400  14 24 11.3   05 49 12 2000  5.10 A5V     46.3  -0.08  0.01
HIP70475  14 24 56.0   08 53 15 2000 12.2  M:      14.3   0.55  0.16
HIP70497  14 25 11.8   51 51 02 2000  4.04 F7V     14.5  -0.24 -0.40
HIP70529  14 25 43.5   23 37 01 2000  9.77 M1      16.7   0.79 -1.12
HIP70536  14 25 46.7   23 37 13 2000  9.98 M2      15.7   0.80 -1.12
HIP70857  14 29 22.3   80 48 35 2000  6.88 G5      19.5  -0.07 -0.13
HIP70865  14 29 29.7   15 31 57 2000 10.6  M3      14.2  -1.05  1.30
GJ551     14 29 43.0  -62 40 46 2000 11.0  M5.0V    1.30 -3.78  0.77
HIP70950  14 30 45.0   35 27 13 2000  8.68 K3V     21.9  -0.48  0.20
HIP70952  14 30 46.1   63 11 08 2000  6.10 F4IV    31.7  -0.18  0.01
HIP70956  14 30 47.7  -08 38 46 2000  9.40 K7V     16.5  -1.27 -0.24
HIP71075  14 32 04.7   38 18 29 2000  3.04 A7IIIva 26.1  -0.12  0.15
HIP71181  14 33 28.9   52 54 31 2000  7.24 K3V     13.4  -0.19  0.25
HIP71253  14 34 16.8  -12 31 10 2000 11.3  M4       6.11 -0.36  0.60
HIP71284  14 34 40.8   29 44 42 2000  4.47 F3Vwvar 15.4   0.19  0.13
HIP71311  14 34 57.8   33 44 48 2000  9.54 K8      20.3  -0.71  0.24
HIP71395  14 36 00.6   09 44 47 2000  7.48 K0      16.5   0.21 -0.25
GJ559B    14 39 35.1  -60 50 13 2000  1.34 K0V      1.33 -3.60  0.95
HIP71743  14 40 31.1  -16 12 33 2000  7.24 G6V     23.5  -0.11 -0.07
HIP71855  14 41 52.5  -75 08 22 2000  6.73 G5V     20.3   0.12 -0.02
HIP71908  14 42 30.4  -64 58 30 2000  3.18 F1Vp    16.4  -0.19 -0.23
HIP71914  14 42 33.7   19 28 47 2000  9.10 M0      22.4  -0.25 -0.15
HIP71957  14 43 03.6  -05 39 29 2000  3.87 F2III   18.6   0.10 -0.32
HIP72044  14 44 12.0   22 11 07 2000  9.89 M0      26.3   0.00  0.12
HIP72146  14 45 24.2   13 50 46 2000  7.87 K0      19.5  -0.23 -0.23
HIP72197  14 46 00.1  -25 26 35 2000  5.15 F0V+G   30.4  -0.15 -0.11
HIP72220  14 46 14.9   01 53 34 2000  3.73 A0V     39.4  -0.12 -0.02
HIP72237  14 46 23.3   16 29 48 2000  9.23 K5V     17.5  -0.11 -0.92
HIP72312  14 47 16.1   02 42 11 2000  7.76 G8V     19.6  -0.29 -0.08
HIP72493  14 49 23.7  -67 14 09 2000  7.26 K0V     23.9  -0.11 -0.32
HIP72567  14 50 15.8   23 54 42 2000  5.86 G2V     17.9   0.14  0.03
HIP72603  14 50 41.2  -15 59 50 2000  5.15 F3V     23.6  -0.14 -0.06
HIP72607  14 50 42.3   74 09 19 2000  2.07 K4IIIva 38.7  -0.03  0.01
HIP72622  14 50 52.7  -16 02 30 2000  2.75 A3IV    23.6  -0.11 -0.07
HIP72659  14 51 23.4   19 06 01 2000  4.54 G8V+K    6.69  0.15 -0.07
HIP72688  14 51 40.5  -24 18 14 2000  7.81 K3V     16.9  -0.94 -0.43
HIP72848  14 53 23.8   19 09 10 2000  6.00 K2V     11.5  -0.44  0.22
HIP72875  14 53 41.6   23 20 42 2000  8.65 K3V     22.9  -0.82  0.00
HIP72944  14 54 29.2   16 06 03 2000 10.1  M2Ve     9.81  0.28 -0.12
HIP72944  14 54 29.2   16 06 03 2000 10.1  M2Ve     9.81  0.28 -0.12
HIP73005  14 55 11.0   53 40 49 2000  7.77 K1V     23.9  -0.97  0.48
HIP73100  14 56 23.0   49 37 42 2000  5.63 F7V     24.8   0.11 -0.23
HIP73165  14 57 11.0  -04 20 47 2000  4.47 F0V     27.9  -0.10 -0.15
HIP73184  14 57 28.0  -21 24 55 2000  5.72 K4V      5.90  1.03 -1.73
HIP73457  15 00 43.4  -11 08 06 2000  9.49 K7V     19.5  -0.02 -0.48
HIP73470  15 00 55.6   45 25 34 2000  9.15 M0      11.6   0.24  0.37
HIP73631  15 03 03.6  -46 17 37 2000  9.87 K5V     24.8  -0.30 -0.01
HIP73633  15 03 06.1  -41 59 33 2000  8.98 K3V     24.3   0.11 -0.20
HIP73695  15 03 47.3   47 39 14 2000  4.83 G2V+G   12.7  -0.44  0.02
HIP73850  15 05 33.9  -30 33 03 2000  6.48 F6V     31.8   0.01  0.08
HIP73996  15 07 18.1   24 52 09 2000  4.93 F5V     19.7   0.18 -0.16
HIP74190  15 09 35.6   03 10 00 2000 11.4  M:      14.4  -0.60  0.48
HIP74273  15 10 44.7  -61 25 20 2000  6.29 G3IV    24.1  -0.18 -0.01
HIP74395  15 12 17.1  -52 05 57 2000  3.41 G8III   35.6  -0.11 -0.07
HIP74537  15 13 50.9  -01 21 05 2000  6.58 K0V     17.3  -1.27 -0.50
HIP74666  15 15 30.2   33 18 53 2000  3.46 G8III   35.7   0.08 -0.11
HIP74689  15 15 49.1   00 22 19 2000  5.62 A4V     49.5  -0.11  0.01
HIP74702  15 15 59.2   00 47 46 2000  6.92 K0      15.5   0.18 -0.14
HIP74824  15 17 30.8  -58 48 04 2000  4.07 A3V     29.6  -0.10 -0.14
HIP74926  15 18 39.5  -18 37 35 2000 10.3  ---     26.2   0.45 -0.35
HIP74981  15 19 21.2   29 12 22 2000 10.2  K7      28.6  -0.14  0.39
HIP74995  15 19 26.8  -07 43 20 2000 10.5  M5       6.26 -1.22 -0.10
HIP75101  15 20 47.0  -02 24 47 2000  6.34 K0V     36.9  -0.26 -0.17
HIP75181  15 21 48.1  -48 19 03 2000  5.65 G2V     14.5  -1.62 -0.28
HIP75201  15 22 04.1  -04 46 38 2000  9.46 K7V     18.8  -0.29 -0.01
HIP75253  15 22 36.7   10 39 40 2000  7.97 K2V     21.8  -0.06 -0.20
HIP75266  15 22 42.5   01 25 07 2000  8.28 K3V     25.4  -0.36 -0.36
HIP75277  15 22 46.8   18 55 08 2000  7.16 K0      20.1  -0.23  0.08
HIP75312  15 23 12.3   30 17 16 2000  4.99 G2V     18.6   0.13 -0.18
HIP75458  15 24 55.8   58 57 57 2000  3.29 K2III   31.3  -0.01  0.02
HIP75542  15 25 58.5  -26 42 20 2000  8.82 K3/K4V  24.4  -0.82 -0.01
HIP75718  15 28 09.6  -09 20 53 2000  6.89 K2V     19.8   0.07 -0.36
HIP75722  15 28 12.2  -09 21 28 2000  7.57 K2V     20.8   0.08 -0.36
HIP75761  15 28 38.2   01 50 31 2000  5.15 A8IV    37.4  -0.08 -0.03
HIP75809  15 29 11.2   80 26 54 2000  6.57 G8IV-V+ 22.0  -0.23  0.11
HIP75829  15 29 23.6   80 27 00 2000  7.30 G5      21.7  -0.22  0.11
HIP76074  15 32 12.9  -41 16 32 2000  9.31 M0       5.93 -1.18 -1.03
HIP76219  15 34 10.7   10 03 52 2000  4.61 K1IV    28.9   0.31 -0.23
HIP76233  15 34 20.8  -05 41 42 2000  6.52 F7V     25.1  -0.09  0.01
HIP76267  15 34 41.3   26 42 52 2000  2.22 A0V     22.9   0.12 -0.09
HIP76315  15 35 20.0   60 05 13 2000  8.39 K5      19.0   0.17 -0.16
HIP76375  15 35 56.6   39 49 52 2000  7.65 K3V     22.2  -0.45  0.05
HIP76568  15 38 16.2   46 47 51 2000  5.76 F2V     35.7   0.10 -0.10
HIP76602  15 38 40.0  -08 47 41 2000  6.56 F6IV-V  22.6   0.00 -0.02
HIP76603  15 38 40.1  -08 47 29 2000  6.45 F6V     24.8   0.02 -0.03
HIP76779  15 40 34.6  -18 02 56 2000  8.92 K5V     15.7   0.16  0.09
HIP76829  15 41 11.4  -44 39 40 2000  4.64 F5IV-V  17.5  -0.17 -0.27
HIP76832  15 41 16.6   75 59 34 2000 12.2  M4      13.0   0.78 -0.76
HIP76952  15 42 44.6   26 17 44 2000  3.81 A1Vs    44.4  -0.11  0.05
HIP77052  15 44 01.8   02 30 54 2000  5.86 G5V     14.6  -0.04 -0.14
HIP77060  15 44 04.4  -15 40 22 2000  5.41 A6IV    45.0  -0.03 -0.06
HIP77070  15 44 16.1   06 25 32 2000  2.63 K2III   22.4   0.13  0.04
HIP77233  15 46 11.3   15 25 18 2000  3.65 A3V     46.9   0.07 -0.04
HIP77257  15 46 26.6   07 21 11 2000  4.42 G0Vvar  11.7  -0.23 -0.07
HIP77349  15 47 24.6   10 53 47 2000 11.2  K:...   15.5  -0.33 -0.36
HIP77358  15 47 29.1  -37 54 58 2000  6.01 G6IV    15.2  -0.42 -0.21
HIP77408  15 48 09.5   01 34 18 2000  7.44 G8V     21.3  -0.18 -0.17
HIP77409  15 48 10.0   74 24 50 2000  9.24 K5      26.3   0.11 -0.30
HIP77464  15 48 56.8  -03 49 06 2000  5.53 A5IV    49.1  -0.03  0.01
HIP77516  15 49 37.2  -03 25 48 2000  3.54 A0V     47.7  -0.10 -0.03
HIP77574  15 50 16.3  -45 24 06 2000  6.11 F0V     44.9   0.04 -0.03
HIP77622  15 50 49.0   04 28 39 2000  3.71 A2m     21.5   0.13  0.06
HIP77655  15 51 13.9   35 39 26 2000  4.79 K0III-I 31.1  -0.01 -0.35
HIP77660  15 51 15.6  -03 05 25 2000  5.09 A3Vn    48.8  -0.09 -0.03
HIP77725  15 52 08.2   10 52 28 2000  9.34 M2      22.5  -0.27 -0.24
HIP77760  15 52 40.5   42 27 05 2000  4.60 F9V     15.8   0.44  0.63
HIP77801  15 53 12.1   13 11 47 2000  6.07 G0IV    17.4  -0.15 -0.56
HIP77908  15 54 38.4  -26 00 15 2000  9.20 K5V     25.3  -0.23  0.10
HIP77952  15 55 08.6  -63 25 50 2000  2.83 F2III   12.3  -0.19 -0.40
HIP78072  15 56 27.2   15 39 41 2000  3.85 F6V     11.1   0.31 -1.28
HIP78170  15 57 40.7  -42 37 27 2000  8.06 K5V     14.6  -0.26 -0.19
HIP78180  15 57 47.4   54 44 59 2000  4.96 F0IV    33.8  -0.15  0.11
HIP78241  15 58 32.0   27 44 23 2000  8.02 K0V     26.0  -0.78  0.30
HIP78286  15 59 04.4   49 52 51 2000  6.04 F0IV    49.0   0.02 -0.06
HIP78353  15 59 53.4  -08 15 11 2000 10.4  M0      13.9   0.20 -0.02
HIP78459  16 01 02.7   33 18 12 2000  5.39 G2V     17.4  -0.20 -0.77
HIP78662  16 03 32.1  -57 46 30 2000  4.63 A7IV    42.9  -0.12 -0.08
HIP78709  16 04 03.7   25 15 17 2000  7.10 G8V     21.4  -0.49  0.70
HIP78734  16 04 23.2  -33 03 39 2000 10.0  ---     23.2  -0.24 -0.07
HIP78775  16 04 56.8   39 09 23 2000  6.66 G8V     14.3  -0.57  0.05
HIP78843  16 05 40.5  -20 27 00 2000  7.39 K3/K4V  18.5   0.30 -0.36
HIP78914  16 06 29.4  -45 10 23 2000  4.73 Am      37.8   0.02  0.04
HIP78913  16 06 29.6   38 37 56 2000  8.58 K3V     23.4   0.23 -0.54
HIP79119  16 08 58.3   36 29 27 2000  4.73 K0III-I 34.6  -0.04  0.34
HIP79137  16 09 11.2   06 22 43 2000  5.93 K1+...  30.4   0.26 -0.75
HIP79190  16 09 42.8  -56 26 42 2000  7.11 K3V     14.3  -0.14  0.33
HIP79248  16 10 24.3   43 49 03 2000  6.61 K0V     18.1   0.13 -0.30
HIP79492  16 13 18.4   13 31 36 2000  6.68 G8V     24.3   0.18 -0.42
HIP79537  16 13 48.6  -57 34 13 2000  7.53 K0V     13.7  -0.85 -1.41
HIP79578  16 14 11.9  -31 39 49 2000  6.55 G1V     21.8  -0.08 -0.25
HIP79607  16 14 40.9   33 51 31 2000  5.23 F8V     21.6  -0.27 -0.09
HIP79672  16 15 37.3  -08 22 10 2000  5.49 G1V     14.0   0.23 -0.50
HIP79702  16 15 57.1   07 21 25 2000  8.70 K4V     25.7   0.17 -0.47
HIP79755  16 16 42.7   67 14 19 2000  8.61 M0Vvar  10.6  -0.50  0.09
HIP79762  16 16 45.3   67 15 22 2000 10.6  M3      10.7  -0.49  0.09
HIP79796  16 17 05.4   55 16 09 2000  9.87 M1.5Ve  20.6   0.08 -0.44
HIP79822  16 17 30.3   75 45 19 2000  4.95 F5V     29.8  -0.09  0.26
HIP79881  16 18 17.9  -28 36 50 2000  4.80 A0V:    43.0  -0.03 -0.10
HIP79882  16 18 19.3  -04 41 33 2000  3.23 G8III   32.9   0.08  0.04
HIP79958  16 19 15.9  -55 30 17 2000  9.25 K5III   27.6   0.00  0.02
HIP80000  16 19 50.4  -50 09 19 2000  4.01 G8III   39.0  -0.16 -0.05
HIP80008  16 19 55.1   39 42 30 2000  5.48 F3IV-V  26.8  -0.13  0.00
HIP80018  16 20 03.5  -37 31 44 2000 10.5  M4       8.47 -0.73  0.99
HIP80043  16 20 18.0  -48 13 32 2000  8.91 K3V     25.7  -0.40 -0.79
HIP80093  16 20 52.7   40 57 41 2000  8.99 M0      15.9  -0.01  0.11
HIP80179  16 22 04.3   01 01 44 2000  4.82 F0V     27.3  -0.16  0.05
HIP80268  16 23 07.6  -24 42 35 2000 10.2  M2      16.8  -0.35 -0.68
HIP80331  16 23 59.5   61 30 51 2000  2.73 G8III   26.8  -0.02  0.06
HIP80337  16 24 01.3  -39 11 34 2000  5.37 G3/G5V  12.8   0.07  0.00
HIP80366  16 24 19.8  -13 38 30 2000  8.40 K2V     21.5  -0.22 -0.21
HIP80459  16 25 24.6   54 18 14 2000 10.1  M2       6.58  0.43 -0.17
HIP80480  16 25 43.2   78 57 49 2000  5.55 F0V     42.3  -0.11  0.10
HIP80628  16 27 48.2  -08 22 18 2000  4.62 A3m     37.4  -0.07 -0.01
HIP80644  16 27 56.9   07 18 19 2000  8.83 K5      17.7  -0.25 -0.26
HIP80645  16 27 57.3  -64 03 28 2000  5.28 F4IV    40.4   0.05  0.03
HIP80686  16 28 28.1  -70 05 03 2000  4.90 F9V     12.1   0.20  0.11
HIP80725  16 28 52.7   18 24 50 2000  6.98 K2V     19.5  -0.35  0.39
GJ628     16 30 18.1  -12 39 44 2000 10.1  M3.5V    4.26 -0.09 -1.19
HIP80925  16 31 30.0  -39 00 44 2000  7.24 K0V     24.6  -0.43 -0.33
HIP81262  16 35 50.4  -53 45 25 2000  8.78 K4V     22.3  -0.12 -0.24
HIP81300  16 36 21.4  -02 19 28 2000  5.77 K2V      9.77  0.46 -0.31
HIP81348  16 36 49.1   31 05 48 2000  9.49 K5      25.6   0.34 -0.45
HIP81375  16 37 08.4   00 15 15 2000  7.09 K0      20.1   0.09  0.08
HIP81520  16 39 04.1  -58 15 29 2000  7.01 G3V     21.6  -0.23 -0.29
HIP81657  16 40 50.5  -60 26 47 2000  6.17 F2III-I 30.7   0.06 -0.07
HIP81813  16 42 38.6   68 06 07 2000  7.56 K1V     24.3  -0.28  0.43
HIP81833  16 42 53.8   38 55 20 2000  3.48 G8III-I 34.3   0.04 -0.08
HIP81919  16 43 56.3   43 28 31 2000  8.30 K5      27.3  -0.07 -0.06
HIP81935  16 44 15.0  -38 56 37 2000  7.52 K2V     14.3  -0.02 -0.06
HIP82003  16 45 06.4   33 30 33 2000  8.10 K7V      9.77 -0.04  0.38
HIP82020  16 45 17.8   56 46 54 2000  4.84 F2V     26.7   0.03  0.07
HIP82333  16 49 24.7   39 16 34 2000  9.67 M0      22.6   0.10 -0.28
HIP82389  16 50 05.3   18 54 01 2000  8.85 K0      26.7  -0.04 -0.07
HIP82396  16 50 09.8  -34 17 35 2000  2.29 K2IIIb  20.0  -0.61 -0.26
HIP82587  16 52 58.1   31 42 06 2000  5.34 F0V     30.0  -0.09 -0.02
HIP82588  16 52 58.8  -00 01 35 2000  6.65 G8V     16.9  -0.71 -1.48
HIP82817  16 55 28.8  -08 20 10 2000  9.02 M3Ve     5.73 -0.83 -0.88
HIP82834  16 55 38.0  -32 04 03 2000  9.58 K4/K5V  18.6   0.10 -0.33
HIP82860  16 56 01.7   65 08 05 2000  4.88 F6Vvar  15.0   0.24  0.05
HIP82926  16 56 48.6  -39 05 38 2000 11.1  M3Ve+.. 14.5   0.07 -0.11
HIP83000  16 57 40.1   09 22 30 2000  3.19 K2IIIva 26.3  -0.29 -0.01
HIP83006  16 57 42.2   47 21 43 2000  7.93 K0      17.5  -0.14  0.26
HIP83020  16 57 53.2   47 22 00 2000  7.76 K0      17.9  -0.15  0.27
HIP83043  16 58 08.8   25 44 38 2000  9.70 M2      10.3  -0.11 -0.51
HIP83101  16 58 54.1  -39 33 30 2000  8.33 K3/K4V  19.1   0.27  0.22
HIP83207  17 00 17.4   30 55 35 2000  3.92 A0V     49.9  -0.05  0.03
HIP83363  17 02 16.3  -61 34 06 2000  8.74 K3V     25.4  -0.05 -0.19
HIP83389  17 02 36.4   47 04 54 2000  6.76 G8V     18.0   0.12  0.85
HIP83431  17 03 08.7  -53 14 13 2000  5.27 F6V     26.3   0.00 -0.17
HIP83451  17 03 18.7   59 35 07 2000  8.61 K4V...  25.1  -0.36  0.24
HIP83541  17 04 27.8  -28 34 57 2000  6.59 K1V     18.0   0.08 -0.27
HIP83591  17 05 03.4  -05 03 59 2000  7.70 K5V     10.7  -0.92 -1.14
HIP83599  17 05 13.8  -05 05 39 2000 10.0  M0V     11.1  -0.92 -1.13
HIP83601  17 05 16.8   00 42 09 2000  6.00 F9V     20.3  -0.02 -0.34
HIP83608  17 05 20.1   54 28 12 2000  4.91 F5      26.9  -0.07  0.07
HIP83613  17 05 22.7   12 44 27 2000  4.89 A4IV    44.0   0.05 -0.01
HIP83762  17 07 07.5   21 33 14 2000 11.6  M3      13.5  -0.47 -0.03
HIP83846  17 08 07.3  -41 43 26 2000  8.30 K5V     22.5  -0.21 -0.32
HIP83945  17 09 31.5   43 40 52 2000 11.7  M3       7.25  0.33 -0.28
HIP83990  17 10 10.4  -60 43 43 2000  7.38 K0V     13.6   0.07  0.59
HIP83988  17 10 10.5   54 29 39 2000  8.85 K0      21.2   0.09 -0.10
HIP83996  17 10 12.4   54 29 24 2000  9.34 K8      20.8   0.09 -0.11
HIP84012  17 10 22.7  -15 43 29 2000  2.43 A2.5Va  25.7   0.04  0.10
HIP84051  17 10 59.1  -52 30 55 2000 10.0  ---     12.5  -0.25  0.16
HIP84123  17 11 52.3  -01 51 06 2000 11.4  G       10.8  -0.53 -0.33
HIP84183  17 12 32.6   62 52 27 2000  5.54 F0IV    41.6   0.02  0.05
HIP84195  17 12 37.6   18 21 04 2000  7.95 K0      20.5   0.10 -0.12
HIP84223  17 12 55.1   42 19 54 2000 10.0  M1V:    23.8  -1.02 -0.35
HIP84379  17 15 01.9   24 50 21 2000  3.12 A3IVv:S 24.0  -0.02 -0.16
HIP84405  17 15 21.0  -26 36 10 2000  4.33 K2:III:  5.98 -0.47 -1.14
HIP84478  17 16 13.4  -26 32 46 2000  6.33 K5V      5.96 -0.48 -1.12
HIP84521  17 16 41.0   08 03 30 2000 11.4  M3.5    14.9  -0.28 -0.07
HIP84607  17 17 40.5   29 13 37 2000  8.43 K2      24.0  -0.07  0.22
HIP84616  17 17 50.4   52 26 49 2000  7.93 K2      18.5   0.02 -0.20
HIP84709  17 18 57.2  -34 59 23 2000  5.91 K4V      6.97  1.15 -0.09
HIP84720  17 19 03.8  -46 38 10 2000  5.47 M0V      8.78  1.04  0.11
HIP84790  17 19 52.7   41 42 49 2000 11.3  M4      12.3   0.29 -0.82
HIP84862  17 20 39.6   32 28 03 2000  5.38 G0V     14.3   0.14 -1.04
HIP84893  17 21 00.4  -21 06 46 2000  4.39 F2/F3V  17.3   0.26 -0.20
HIP85042  17 22 51.3  -02 23 17 2000  6.28 G5IV    19.4   0.05 -0.11
HIP85157  17 24 06.6   22 57 36 2000  5.70 F0IV    42.7  -0.04 -0.04
HIP85235  17 25 00.1   67 18 24 2000  6.44 K0V     12.7  -0.53  0.00
HIP85295  17 25 45.2   02 06 41 2000  7.54 K7V      7.71 -0.58 -1.18
HIP85340  17 26 22.2  -24 10 31 2000  4.16 A3IV:m  25.6   0.00 -0.12
HIP85365  17 26 37.9  -05 05 11 2000  4.53 F3V     30.0  -0.09 -0.04
GJ674     17 28 39.9  -46 53 43 2000  9.37 M2.5V    4.54  0.57 -0.88
HIP85561  17 29 06.6  -23 50 10 2000  9.61 K5V     18.1  -0.29 -0.07
HIP85582  17 29 20.1   29 23 30 2000  8.99 K2      23.5  -0.20 -0.28
HIP85647  17 30 11.2  -51 38 13 2000  9.58 M0      16.1  -0.26 -0.19
HIP85653  17 30 16.4   47 24 07 2000  7.22 G5      22.3   0.17  0.08
HIP85665  17 30 22.7   05 32 54 2000  9.33 M1V...   9.98  0.03 -0.25
HIP85699  17 30 47.6   86 58 04 2000  5.78 A2m     47.8   0.06  0.01
HIP85810  17 32 01.0   34 16 16 2000  6.52 G5V     23.6  -0.24  0.06
HIP85819  17 32 10.6   55 11 03 2000  4.89 Am...   30.3   0.15  0.05
HIP85829  17 32 16.0   55 10 22 2000  4.86 Am      30.6   0.14  0.06
HIP85922  17 33 29.8  -05 44 41 2000  5.61 A5V     48.4  -0.04 -0.10
